Year,Country of Origin (ISO),Country of Origin,Country of Asylum,Country of Asylum (ISO),Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2018,ERT,Eritrea,LBY,Libya,NLD,Netherlands,1
2018,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,SWE,Sweden,4
2018,SYR,Syrian Arab Rep.,QAT,Qatar,NOR,Norway,1
2018,COD,Dem. Rep. of the Congo,ALG,Algeria,USA,United States of America,1
2018,SYR,Syrian Arab Rep.,JOR,Jordan,ESP,Spain,795
2018,SYR,Syrian Arab Rep.,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,261
2018,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,13
2018,COD,Dem. Rep. of the Congo,ALG,Algeria,CAN,Canada,7
2018,SUD,Sudan,ARE,Egypt,CAN,Canada,199
2018,All others,All others,All others,All others,KOR,Rep. of Korea,12
2018,IRQ,Iraq,IRQ,Iraq,AUS,Australia,1
2018,SUD,Sudan,JOR,Jordan,USA,United States of America,8
2018,ERT,Eritrea,ISR,Israel,NLD,Netherlands,2
2018,IRQ,Iraq,UAE,United Arab Emirates,SWE,Sweden,1
2018,SSD,South Sudan,ARE,Egypt,CAN,Canada,36
2018,IRQ,Iraq,LBY,Libya,NOR,Norway,1
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,ISL,Iceland,61
2018,ERT,Eritrea,LBY,Libya,DEU,Germany,2
2018,ERT,Eritrea,ARE,Egypt,NLD,Netherlands,23
2018,IRQ,Iraq,UAE,United Arab Emirates,CAN,Canada,25
2018,IRQ,Iraq,BAH,Bahrain,USA,United States of America,5
2018,SSD,South Sudan,ISR,Israel,NLD,Netherlands,5
2018,SUD,Sudan,LEB,Lebanon,CAN,Canada,27
2018,SSD,South Sudan,SYR,Syrian Arab Rep.,SWE,Sweden,23
2018,IRQ,Iraq,ARE,Egypt,NOR,Norway,4
2018,SUD,Sudan,MAU,Mauritania,SWE,Sweden,1
2018,IRQ,Iraq,JOR,Jordan,USA,United States of America,8
2018,ERT,Eritrea,LBY,Libya,CAN,Canada,73
2018,ERT,Eritrea,MAU,Mauritania,FRA,France,1
2018,ERT,Eritrea,TUN,Tunisia,FRA,France,2
2018,All others,All others,All others,All others,AUS,Australia,1072
2018,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,66
2018,All others,All others,All others,All others,NLD,Netherlands,34
2018,SSD,South Sudan,ARE,Egypt,USA,United States of America,11
2018,SUD,Sudan,ARE,Egypt,PRT,Portugal,45
2018,SUD,Sudan,SYR,Syrian Arab Rep.,AUS,Australia,5
2018,IRQ,Iraq,KUW,Kuwait,CAN,Canada,16
2018,SOM,Somalia,YEM,Yemen,SWE,Sweden,1
2018,SUD,Sudan,JOR,Jordan,CAN,Canada,132
2018,SUD,Sudan,LBY,Libya,NOR,Norway,128
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,1327
2018,IRQ,Iraq,LEB,Lebanon,NZL,New Zealand,3
2018,SYR,Syrian Arab Rep.,LBY,Libya,CAN,Canada,230
2018,IRQ,Iraq,MOR,Morocco,FRA,France,5
2018,IRQ,Iraq,ARE,Egypt,CAN,Canada,18
2018,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,NOR,Norway,3
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,205
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,IRL,Ireland,389
2018,SYR,Syrian Arab Rep.,LBY,Libya,ITA,Italy,35
2018,SSD,South Sudan,JOR,Jordan,CAN,Canada,1
2018,All others,All others,All others,All others,BEL,Belgium,13
2018,SYR,Syrian Arab Rep.,JOR,Jordan,SWE,Sweden,574
2018,ERT,Eritrea,ARE,Egypt,PRT,Portugal,11
2018,SUD,Sudan,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,25
2018,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,52
2018,All others,All others,All others,All others,NOR,Norway,80
2018,SYR,Syrian Arab Rep.,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,770
2018,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,4
2018,SOM,Somalia,ARE,Egypt,SWE,Sweden,4
2018,SYR,Syrian Arab Rep.,JOR,Jordan,AUS,Australia,3
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,FRA,France,1160
2018,ERT,Eritrea,SYR,Syrian Arab Rep.,SWE,Sweden,5
2018,ERT,Eritrea,ARE,Egypt,USA,United States of America,98
2018,SUD,Sudan,ISR,Israel,FRA,France,3
2018,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,148
2018,SSD,South Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,69
2018,SYR,Syrian Arab Rep.,JOR,Jordan,BEL,Belgium,160
2018,SYR,Syrian Arab Rep.,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,1320
2018,SYR,Syrian Arab Rep.,JOR,Jordan,ITA,Italy,114
2018,ERT,Eritrea,LBY,Libya,ITA,Italy,10
2018,SSD,South Sudan,ARE,Egypt,SWE,Sweden,5
2018,SYR,Syrian Arab Rep.,JOR,Jordan,NLD,Netherlands,433
2018,SOM,Somalia,UAE,United Arab Emirates,CAN,Canada,3
2018,All others,All others,All others,All others,BRA,Brazil,6
2018,ERT,Eritrea,ISR,Israel,CAN,Canada,5
2018,SYR,Syrian Arab Rep.,ARE,Egypt,CAN,Canada,418
2018,All others,All others,All others,All others,NZL,New Zealand,469
2018,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,1247
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,NZL,New Zealand,68
2018,SYR,Syrian Arab Rep.,IRQ,Iraq,CAN,Canada,473
2018,IRQ,Iraq,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,4
2019,SYR,Syrian Arab Rep.,ARE,Egypt,DEU,Germany,727
2019,ERT,Eritrea,ARE,Egypt,USA,United States of America,103
2019,SYR,Syrian Arab Rep.,JOR,Jordan,ROU,Romania,121
2019,SUD,Sudan,ISR,Israel,FRA,France,2
2019,All others,All others,All others,All others,FRA,France,606
2019,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,49
2019,SYR,Syrian Arab Rep.,JOR,Jordan,DEU,Germany,826
2019,SSD,South Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,21
2019,SYR,Syrian Arab Rep.,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,664
2019,SSD,South Sudan,ISR,Israel,NOR,Norway,5
2019,SYR,Syrian Arab Rep.,JOR,Jordan,ITA,Italy,90
2019,ERT,Eritrea,LBY,Libya,ITA,Italy,3
2019,ERT,Eritrea,ARE,Egypt,DEU,Germany,32
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,FIN,Finland,6
2019,IRQ,Iraq,LEB,Lebanon,NLD,Netherlands,7
2019,SSD,South Sudan,ARE,Egypt,SWE,Sweden,32
2019,SUD,Sudan,ARE,Egypt,NOR,Norway,2
2019,COD,Dem. Rep. of the Congo,JOR,Jordan,CAN,Canada,1
2019,SYR,Syrian Arab Rep.,JOR,Jordan,NLD,Netherlands,7
2019,SUD,Sudan,LEB,Lebanon,SWE,Sweden,8
2019,ERT,Eritrea,ISR,Israel,CAN,Canada,30
2019,IRQ,Iraq,SYR,Syrian Arab Rep.,DNK,Denmark,1
2019,ERT,Eritrea,SAU,Saudi Arabia,NZL,New Zealand,4
2019,SOM,Somalia,ARE,Egypt,DEU,Germany,44
2019,SYR,Syrian Arab Rep.,ARE,Egypt,CAN,Canada,558
2019,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,1523
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,NZL,New Zealand,2
2019,ERT,Eritrea,ISR,Israel,FIN,Finland,2
2019,SYR,Syrian Arab Rep.,IRQ,Iraq,CAN,Canada,215
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,1919
2019,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,129
2019,IRQ,Iraq,LEB,Lebanon,CAN,Canada,129
2019,SOM,Somalia,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,23
2019,IRQ,Iraq,JOR,Jordan,CAN,Canada,135
2019,IRQ,Iraq,KUW,Kuwait,SWE,Sweden,8
2019,IRQ,Iraq,TUN,Tunisia,FRA,France,1
2019,SUD,Sudan,LEB,Lebanon,USA,United States of America,6
2019,ERT,Eritrea,SAU,Saudi Arabia,ESP,Spain,4
2019,ERT,Eritrea,ARE,Egypt,AUS,Australia,98
2019,SYR,Syrian Arab Rep.,ARE,Egypt,FRA,France,62
2019,IRQ,Iraq,LEB,Lebanon,NOR,Norway,3
2019,SOM,Somalia,TUN,Tunisia,FRA,France,2
2019,ERT,Eritrea,ARE,Egypt,CAN,Canada,76
2019,IRQ,Iraq,YEM,Yemen,FIN,Finland,1
2019,SYR,Syrian Arab Rep.,ALG,Algeria,CAN,Canada,7
2019,IRQ,Iraq,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,36
2019,SYR,Syrian Arab Rep.,JOR,Jordan,FRA,France,22
2019,All others,All others,All others,All others,JPN,Japan,5
2019,SUD,Sudan,ARE,Egypt,SWE,Sweden,114
2019,ERT,Eritrea,LBY,Libya,SWE,Sweden,59
2019,IRQ,Iraq,SYR,Syrian Arab Rep.,NOR,Norway,1
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,1032
2019,IRQ,Iraq,LEB,Lebanon,AUS,Australia,954
2019,SYR,Syrian Arab Rep.,IRQ,Iraq,AUS,Australia,145
2019,ERT,Eritrea,ISR,Israel,FRA,France,1
2019,SYR,Syrian Arab Rep.,LBY,Libya,MLT,Malta,17
2019,SOM,Somalia,ARE,Egypt,CAN,Canada,16
2019,ERT,Eritrea,ARE,Egypt,SWE,Sweden,28
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,1051
2019,SOM,Somalia,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,7
2019,SYR,Syrian Arab Rep.,IRQ,Iraq,NOR,Norway,7
2019,SUD,Sudan,LBY,Libya,CHE,Switzerland,3
2019,SSD,South Sudan,ISR,Israel,CAN,Canada,5
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,7
2019,ERT,Eritrea,LBY,Libya,NOR,Norway,138
2019,SYR,Syrian Arab Rep.,JOR,Jordan,IRL,Ireland,318
2019,ERT,Eritrea,JOR,Jordan,CAN,Canada,2
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,DEU,Germany,1527
2019,SUD,Sudan,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,16
2019,SSD,South Sudan,ARE,Egypt,FRA,France,24
2019,COD,Dem. Rep. of the Congo,MOR,Morocco,CAN,Canada,13
2019,SUD,Sudan,ALG,Algeria,CAN,Canada,1
2019,SUD,Sudan,ISR,Israel,NLD,Netherlands,1
2019,All others,All others,All others,All others,KOR,Rep. of Korea,7
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,ESP,Spain,420
2019,SYR,Syrian Arab Rep.,ARE,Egypt,PRT,Portugal,116
2019,SUD,Sudan,JOR,Jordan,SWE,Sweden,2
2019,SSD,South Sudan,ARE,Egypt,NLD,Netherlands,63
2019,SUD,Sudan,ARE,Egypt,NLD,Netherlands,189
2019,SUD,Sudan,JOR,Jordan,DEU,Germany,43
2019,SOM,Somalia,JOR,Jordan,USA,United States of America,4
2019,SUD,Sudan,LBY,Libya,SWE,Sweden,3
2019,SUD,Sudan,JOR,Jordan,ESP,Spain,10
2019,SYR,Syrian Arab Rep.,JOR,Jordan,FIN,Finland,5
2019,ERT,Eritrea,SAU,Saudi Arabia,FIN,Finland,4
2019,SUD,Sudan,ARE,Egypt,USA,United States of America,2
2019,AFG,Afghanistan,LEB,Lebanon,CAN,Canada,1
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,ITA,Italy,259
2019,COD,Dem. Rep. of the Congo,MAU,Mauritania,FRA,France,1
2019,SUD,Sudan,TUN,Tunisia,NLD,Netherlands,1
2019,SUD,Sudan,LEB,Lebanon,NLD,Netherlands,2
2019,SYR,Syrian Arab Rep.,KUW,Kuwait,CAN,Canada,29
2019,All others,All others,All others,All others,AUS,Australia,1638
2019,SUD,Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,162
2019,SYR,Syrian Arab Rep.,LBY,Libya,CHE,Switzerland,20
2019,SOM,Somalia,ARE,Egypt,FRA,France,6
2019,SUD,Sudan,ARE,Egypt,ESP,Spain,3
2019,All others,All others,All others,All others,LUX,Luxembourg,3
2019,SYR,Syrian Arab Rep.,IRQ,Iraq,USA,United States of America,6
2019,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,56
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,AUS,Australia,102
2019,SUD,Sudan,ARE,Egypt,FRA,France,136
2019,ERT,Eritrea,TUN,Tunisia,NLD,Netherlands,3
2019,ERT,Eritrea,ISR,Israel,NOR,Norway,5
2019,SSD,South Sudan,SAU,Saudi Arabia,SWE,Sweden,4
2019,ERT,Eritrea,ARE,Egypt,MLT,Malta,1
2019,All others,All others,All others,All others,BRA,Brazil,45
2019,SOM,Somalia,ARE,Egypt,PRT,Portugal,4
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,BEL,Belgium,271
2019,ERT,Eritrea,ARE,Egypt,ESP,Spain,10
2019,All others,All others,All others,All others,NLD,Netherlands,13
2019,SSD,South Sudan,ARE,Egypt,PRT,Portugal,20
2019,IRQ,Iraq,LEB,Lebanon,USA,United States of America,2
2019,ERT,Eritrea,YEM,Yemen,FIN,Finland,2
2019,ERT,Eritrea,LBY,Libya,CHE,Switzerland,26
2019,SOM,Somalia,JOR,Jordan,CAN,Canada,10
2019,ERT,Eritrea,SAU,Saudi Arabia,SWE,Sweden,10
2019,SYR,Syrian Arab Rep.,JOR,Jordan,NZL,New Zealand,3
2019,All others,All others,All others,All others,CAN,Canada,1768
2019,SUD,Sudan,TUN,Tunisia,FRA,France,6
2019,SYR,Syrian Arab Rep.,IRQ,Iraq,SWE,Sweden,16
2019,AFG,Afghanistan,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,1
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,ARG,Argentina,5
2019,SYR,Syrian Arab Rep.,ARE,Egypt,ESP,Spain,12
2019,All others,All others,All others,All others,NOR,Norway,47
2019,ERT,Eritrea,YEM,Yemen,SWE,Sweden,9
2019,SOM,Somalia,ARE,Egypt,NLD,Netherlands,33
2019,SOM,Somalia,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,4
2019,ERT,Eritrea,ISR,Israel,USA,United States of America,219
2019,SYR,Syrian Arab Rep.,ARE,Egypt,NLD,Netherlands,8
2019,SYR,Syrian Arab Rep.,JOR,Jordan,CHE,Switzerland,2
2019,SYR,Syrian Arab Rep.,MAU,Mauritania,FRA,France,22
2019,IRQ,Iraq,JOR,Jordan,DEU,Germany,57
2019,SUD,Sudan,SYR,Syrian Arab Rep.,NOR,Norway,1
2019,COD,Dem. Rep. of the Congo,ALG,Algeria,NOR,Norway,4
2019,SYR,Syrian Arab Rep.,ARE,Egypt,SWE,Sweden,226
2019,SUD,Sudan,ARE,Egypt,DEU,Germany,407
2019,SUD,Sudan,ISR,Israel,FIN,Finland,1
2019,All others,All others,All others,All others,DEU,Germany,27
2019,SYR,Syrian Arab Rep.,SAU,Saudi Arabia,CAN,Canada,72
2019,SYR,Syrian Arab Rep.,LBY,Libya,FRA,France,7
2019,IRQ,Iraq,ARE,Egypt,DEU,Germany,18
2019,SUD,Sudan,SYR,Syrian Arab Rep.,SWE,Sweden,1
2019,SYR,Syrian Arab Rep.,ARE,Egypt,USA,United States of America,9
2019,All others,All others,All others,All others,NZL,New Zealand,516
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,SWE,Sweden,841
2019,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,CAN,Canada,43
2019,SYR,Syrian Arab Rep.,LBY,Libya,NOR,Norway,233
2019,IRQ,Iraq,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,6
2019,SUD,Sudan,YEM,Yemen,NOR,Norway,3
2019,SOM,Somalia,YEM,Yemen,NOR,Norway,4
2019,SUD,Sudan,LBY,Libya,CAN,Canada,40
2019,All others,All others,All others,All others,DNK,Denmark,1
2019,SUD,Sudan,JOR,Jordan,NOR,Norway,6
2019,ERT,Eritrea,JOR,Jordan,SWE,Sweden,1
2019,SOM,Somalia,LBY,Libya,FIN,Finland,1
2019,SSD,South Sudan,ISR,Israel,USA,United States of America,6
2019,ERT,Eritrea,LBY,Libya,NLD,Netherlands,1
2019,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,SWE,Sweden,6
2019,COD,Dem. Rep. of the Congo,ALG,Algeria,USA,United States of America,4
2019,All others,All others,All others,All others,SWE,Sweden,468
2019,SYR,Syrian Arab Rep.,JOR,Jordan,ESP,Spain,132
2019,SYR,Syrian Arab Rep.,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,244
2019,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,192
2019,COD,Dem. Rep. of the Congo,ALG,Algeria,CAN,Canada,13
2019,SYR,Syrian Arab Rep.,JOR,Jordan,NOR,Norway,350
2019,SUD,Sudan,ARE,Egypt,CAN,Canada,223
2019,SUD,Sudan,JOR,Jordan,FRA,France,5
2019,SSD,South Sudan,ARE,Egypt,DEU,Germany,171
2019,SUD,Sudan,ISR,Israel,USA,United States of America,1
2019,SUD,Sudan,JOR,Jordan,USA,United States of America,27
2019,ERT,Eritrea,ISR,Israel,NLD,Netherlands,1
2019,IRQ,Iraq,BAH,Bahrain,CAN,Canada,1
2019,SSD,South Sudan,ARE,Egypt,CAN,Canada,47
2019,SOM,Somalia,QAT,Qatar,CAN,Canada,1
2019,ERT,Eritrea,ARE,Egypt,NLD,Netherlands,26
2019,SOM,Somalia,YEM,Yemen,FIN,Finland,1
2019,All others,All others,All others,All others,ESP,Spain,83
2019,IRQ,Iraq,UAE,United Arab Emirates,CAN,Canada,9
2019,IRQ,Iraq,SYR,Syrian Arab Rep.,FIN,Finland,1
2019,SSD,South Sudan,ISR,Israel,NLD,Netherlands,5
2019,SUD,Sudan,LEB,Lebanon,CAN,Canada,66
2019,SYR,Syrian Arab Rep.,MAU,Mauritania,NLD,Netherlands,1
2019,SSD,South Sudan,SYR,Syrian Arab Rep.,SWE,Sweden,2
2019,ERT,Eritrea,UAE,United Arab Emirates,CAN,Canada,2
2019,IRQ,Iraq,JOR,Jordan,AUS,Australia,44
2019,SOM,Somalia,LBY,Libya,MLT,Malta,1
2019,IRQ,Iraq,JOR,Jordan,USA,United States of America,2
2019,ERT,Eritrea,LBY,Libya,CAN,Canada,19
2019,ERT,Eritrea,TUN,Tunisia,FRA,France,2
2019,SOM,Somalia,YEM,Yemen,NLD,Netherlands,2
2019,All others,All others,All others,All others,URY,Uruguay,20
2019,IRQ,Iraq,JOR,Jordan,IRL,Ireland,17
2019,IRQ,Iraq,KUW,Kuwait,CAN,Canada,10
2019,SUD,Sudan,ISR,Israel,CAN,Canada,7
2019,SYR,Syrian Arab Rep.,YEM,Yemen,NLD,Netherlands,1
2019,SUD,Sudan,ARE,Egypt,PRT,Portugal,34
2019,AFG,Afghanistan,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,37
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,165
2019,All others,All others,All others,All others,FIN,Finland,21
2019,SUD,Sudan,JOR,Jordan,CAN,Canada,101
2019,SUD,Sudan,LBY,Libya,NOR,Norway,175
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,775
2019,SYR,Syrian Arab Rep.,LBY,Libya,CAN,Canada,184
2019,IRQ,Iraq,ARE,Egypt,CAN,Canada,22
2019,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,NOR,Norway,1
2019,IRQ,Iraq,LEB,Lebanon,DEU,Germany,6
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,IRL,Ireland,533
2019,SYR,Syrian Arab Rep.,LBY,Libya,ITA,Italy,30
2019,ERT,Eritrea,ARE,Egypt,FRA,France,9
2019,SYR,Syrian Arab Rep.,JOR,Jordan,SWE,Sweden,679
2019,ERT,Eritrea,ARE,Egypt,PRT,Portugal,2
2019,All others,All others,All others,All others,USA,United States of America,2754
2019,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,13
2019,SYR,Syrian Arab Rep.,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,289
2019,ERT,Eritrea,YEM,Yemen,NLD,Netherlands,1
2019,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,1
2019,SOM,Somalia,ARE,Egypt,SWE,Sweden,20
2019,SYR,Syrian Arab Rep.,JOR,Jordan,AUS,Australia,26
2019,SYR,Syrian Arab Rep.,LEB,Lebanon,FRA,France,673
2020,SSD,South Sudan,TUN,Tunisia,FRA,France,1
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,3
2020,SUD,Sudan,JOR,Jordan,CAN,Canada,111
2020,SUD,Sudan,LBY,Libya,NOR,Norway,82
2020,SYR,Syrian Arab Rep.,JOR,Jordan,BEL,Belgium,60
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,331
2020,SYR,Syrian Arab Rep.,LBY,Libya,CAN,Canada,126
2020,SOM,Somalia,TUN,Tunisia,SWE,Sweden,1
2020,IRQ,Iraq,ARE,Egypt,CAN,Canada,1
2020,All others,All others,All others,All others,AUS,Australia,679
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,IRL,Ireland,207
2020,SOM,Somalia,LBY,Libya,SWE,Sweden,1
2020,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,AUS,Australia,1
2020,SYR,Syrian Arab Rep.,LBY,Libya,ITA,Italy,4
2020,ERT,Eritrea,ARE,Egypt,FRA,France,15
2020,All others,All others,All others,All others,JPN,Japan,1
2020,SYR,Syrian Arab Rep.,JOR,Jordan,SWE,Sweden,599
2020,SSD,South Sudan,LBY,Libya,CAN,Canada,4
2020,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,9
2020,SYR,Syrian Arab Rep.,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,258
2020,SOM,Somalia,ARE,Egypt,SWE,Sweden,1
2020,SYR,Syrian Arab Rep.,JOR,Jordan,AUS,Australia,96
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,FRA,France,1343
2020,ERT,Eritrea,LBY,Libya,ITA,Italy,3
2020,ERT,Eritrea,ARE,Egypt,DEU,Germany,37
2020,SSD,South Sudan,TUN,Tunisia,SWE,Sweden,1
2020,SYR,Syrian Arab Rep.,ARE,Egypt,DEU,Germany,310
2020,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,2
2020,SYR,Syrian Arab Rep.,JOR,Jordan,DEU,Germany,5
2020,SYR,Syrian Arab Rep.,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,227
2020,SYR,Syrian Arab Rep.,JOR,Jordan,ITA,Italy,275
2020,ERT,Eritrea,KUW,Kuwait,CAN,Canada,1
2020,SSD,South Sudan,ARE,Egypt,CAN,Canada,26
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,FIN,Finland,250
2020,SSD,South Sudan,ARE,Egypt,SWE,Sweden,77
2020,IRQ,Iraq,LBY,Libya,CAN,Canada,1
2020,All others,All others,All others,All others,NLD,Netherlands,12
2020,ERT,Eritrea,ISR,Israel,CAN,Canada,46
2020,SOM,Somalia,ARE,Egypt,DEU,Germany,14
2020,SSD,South Sudan,LBY,Libya,SWE,Sweden,2
2020,SYR,Syrian Arab Rep.,ARE,Egypt,CAN,Canada,466
2020,ERT,Eritrea,TUN,Tunisia,SWE,Sweden,11
2020,SUD,Sudan,ARE,Egypt,CHE,Switzerland,133
2020,SUD,Sudan,ARE,Egypt,AUS,Australia,4
2020,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,1262
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,NZL,New Zealand,3
2020,ERT,Eritrea,ISR,Israel,FIN,Finland,1
2020,SYR,Syrian Arab Rep.,IRQ,Iraq,CAN,Canada,2
2020,IRQ,Iraq,ARE,Egypt,CHE,Switzerland,8
2020,SUD,Sudan,TUN,Tunisia,SWE,Sweden,7
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,1635
2020,IRQ,Iraq,SAU,Saudi Arabia,SWE,Sweden,1
2020,IRQ,Iraq,LEB,Lebanon,CAN,Canada,104
2020,IRQ,Iraq,JOR,Jordan,CAN,Canada,247
2020,SUD,Sudan,LEB,Lebanon,USA,United States of America,2
2020,All others,All others,All others,All others,NOR,Norway,60
2020,ERT,Eritrea,ARE,Egypt,AUS,Australia,24
2020,SYR,Syrian Arab Rep.,ARE,Egypt,FRA,France,214
2020,SYR,Syrian Arab Rep.,JOR,Jordan,FRA,France,133
2020,ERT,Eritrea,ARE,Egypt,CAN,Canada,28
2020,SYR,Syrian Arab Rep.,LBY,Libya,SWE,Sweden,1
2020,SYR,Syrian Arab Rep.,ALG,Algeria,CAN,Canada,7
2020,ERT,Eritrea,KUW,Kuwait,USA,United States of America,1
2020,SYR,Syrian Arab Rep.,MOR,Morocco,CAN,Canada,3
2020,SUD,Sudan,ARE,Egypt,SWE,Sweden,185
2020,ERT,Eritrea,LBY,Libya,SWE,Sweden,155
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,519
2020,SYR,Syrian Arab Rep.,IRQ,Iraq,NOR,Norway,187
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,1205
2020,IRQ,Iraq,LEB,Lebanon,AUS,Australia,295
2020,SYR,Syrian Arab Rep.,IRQ,Iraq,AUS,Australia,314
2020,ERT,Eritrea,ISR,Israel,FRA,France,4
2020,SOM,Somalia,ARE,Egypt,CAN,Canada,14
2020,SSD,South Sudan,LEB,Lebanon,CAN,Canada,1
2020,ERT,Eritrea,ARE,Egypt,SWE,Sweden,41
2020,All others,All others,All others,All others,NZL,New Zealand,290
2020,ERT,Eritrea,LEB,Lebanon,CAN,Canada,1
2020,SSD,South Sudan,ISR,Israel,CAN,Canada,3
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,2
2020,ERT,Eritrea,LBY,Libya,NOR,Norway,57
2020,SYR,Syrian Arab Rep.,JOR,Jordan,IRL,Ireland,274
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,DEU,Germany,683
2020,SUD,Sudan,ARE,Egypt,BEL,Belgium,6
2020,SUD,Sudan,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,2
2020,SSD,South Sudan,ARE,Egypt,FRA,France,17
2020,All others,All others,All others,All others,CAN,Canada,1245
2020,SYR,Syrian Arab Rep.,ARE,Egypt,AUS,Australia,3
2020,SYR,Syrian Arab Rep.,LEB,Lebanon,ESP,Spain,24
2020,SYR,Syrian Arab Rep.,ARE,Egypt,PRT,Portugal,1
2020,SUD,Sudan,ARE,Egypt,NLD,Netherlands,1
